#t    <|E|>    <|B|>    <|E|^2>    <|B|^2>    rms(|E|)    rms(|B|)
102.884068499979    2462110.70866878    1532497.7633016    7690639201964.45    3639219930815.29    1276185.74675592    1136076.81795329
103.237621999978    2132228.43505333    1648723.39225724    6038760484092.38    4028421337851.05    1221622.84885411    1144610.20162971
103.591175499978    1872550.13279006    1786282.98147034    4895755859550.21    4530234393225.31    1178690.73965062    1157336.3829651
103.944728999978    2126208.33693618    1704477.54374999    5898823188246.14    4229847199460.94    1173908.55529263    1150914.20284613
104.298282499978    2491171.9709447    1569255.25378749    7774742208425.17    3700506602983.16    1252519.22923549    1112629.56613759
104.651835999977    2716237.58122221    1506830.11154407    9091304419925.48    3462966911925.36    1308952.94884178    1091984.39863829
105.005389499977    2668130.45279099    1520086.38680841    8834592234929.91    3514053438802.35    1309836.67753627    1096991.71165606
105.358942999977    2451830.64771663    1604341.86865276    7568610099797.51    3819955302668.44    1247852.78567424    1116262.72496944
105.712496499977    2077045.54096086    1745854.48999242    5718397125012.11    4360004981716.24    1185022.76171671    1145424.41107633
106.066049999976    1909099.87083854    1828586.07456254    5019854461031.75    4639083781659.99    1172685.86765426    1138137.40364507
106.419603499976    2299656.68754486    1698293.63070486    6681107799427.58    4164865598923.21    1180121.56952484    1131664.41263765
106.773156999976    2601122.58548551    1589446.51412626    8349081700111.17    3730553512500.26    1258269.84204039    1097366.52547458
107.126710499976    2719990.7244352    1545813.43607637    9132181444086.01    3541824204896.1    1316750.50904584    1073445.3995159
107.480263999975    2667838.53347265    1571682.15031839    8788558741219.66    3639530731398.95    1292747.57804383    1081363.00554879
107.833817499975    2405719.78912927    1667141.91980942    7273952144904.77    3991920322077.84    1219206.48009128    1101162.17756151
108.187370999975    2047161.77614795    1816861.09314821    5513975976253.57    4596902490702.79    1150262.85627779    1138384.05597895
108.540924499975    1959263.89114259    1869189.84608635    5158020021267.58    4773942922241.27    1148610.04093312    1131402.77599489
108.894477999974    2413849.84665623    1699151.4376031    7241563977509.99    4095565335413.15    1189492.705025    1099295.10483058
109.248031499974    2689335.43875496    1598120.5977325    8861487439927.42    3696447240838.9    1276308.08889707    1068858.17391364
109.601584999974    2752849.60783109    1573938.74809007    9307127468342.48    3615447313388.01    1314894.10410371    1066847.75420333
109.955138499974    2636271.62955775    1619319.61671352    8565847711131.41    3793163905154.4    1271188.26549034    1082112.69472323
110.308691999973    2333851.82931652    1732070.00895337    6874395286085.82    4230031458416.29    1194793.25612498    1109037.84538697
110.662245499973    2028594.4055229    1857652.10791149    5449175359258.8    4702873571841.84    1154980.5613689    1118929.0494995
111.015798999973    2032496.58288797    1870612.58952932    5481611865205.46    4721708871232.83    1162140.05427668    1105675.09293067
111.369352499973    2492218.02252968    1712062.15593485    7665824044254.07    4116926797142.64    1206098.4090995    1088930.65498146
111.722905999972    2711354.02027324    1632100.70241978    8970241227369.91    3819590415979.15    1272320.95169342    1075098.93179186
112.076459499972    2757782.16687779    1617590.36200411    9245117731146.17    3778956888262.98    1280529.28556789    1078127.22301888
112.430012999972    2608471.72895498    1668778.71438174    8365720192136.93    3976330150013.92    1249638.12016901    1091562.06989816
112.783566499972    2299057.31580769    1784186.49933156    6663497748101.71    4413779936463.15    1173811.40168804    1109260.32655376
113.137119999971    2011572.4866121    1921226.57143362    5306381017935.41    4938948498526.7    1122478.12853553    1117066.22889788
113.490673499971    2130225.02242305    1867586.93302875    5860309930352.34    4689906309271.12    1149978.81902019    1096369.16996575
113.844226999971    2520857.8348379    1730081.4089292    7824136172781.69    4152863083125.83    1212193.03302654    1076885.0456773
114.197780499971    2731718.26417152    1648504.32236151    9082848275449.4    3840914488821.41    1273013.59012429    1059881.11973788
